frame,id,x1,y1,x2,y2,conf
0,1,459.2010498046875,754.2952880859375,489.7935791015625,825.64453125,0.8239564299583435
0,2,1734.295166015625,996.767822265625,1767.77490234375,1080.0,0.8192282915115356
0,3,1426.6572265625,770.85302734375,1453.8062744140625,835.6835327148438,0.8087885975837708
0,4,980.5918579101562,1019.808349609375,1014.5659790039062,1080.0,0.8067909479141235
0,5,936.4249877929688,1006.2915649414062,969.4345092773438,1080.0,0.8045393824577332
0,6,269.30877685546875,589.7305908203125,298.2585754394531,656.6115112304688,0.8009357452392578
0,7,1471.88427734375,526.2259521484375,1496.1585693359375,589.0819702148438,0.7765734195709229
0,8,774.791015625,354.9040832519531,796.2220458984375,407.5666809082031,0.7745774984359741
0,9,576.350830078125,1036.96142578125,607.5558471679688,1080.0,0.7727964520454407
0,10,491.7479248046875,338.24542236328125,513.60888671875,392.83221435546875,0.7717470526695251
0,11,970.2485961914062,608.117431640625,994.6990356445312,669.2360229492188,0.7704366445541382
0,12,717.6981201171875,434.7696533203125,738.7861938476562,496.735107421875,0.7663841843605042
0,13,895.092041015625,561.4472045898438,913.897705078125,625.2407836914062,0.7455781102180481
0,14,676.328369140625,494.781494140625,697.3921508789062,555.392578125,0.7386704683303833
0,15,921.17138671875,451.2001647949219,940.5628051757812,511.9823913574219,0.7340176701545715
0,16,1335.955810546875,330.2105712890625,1356.6990966796875,380.4166259765625,0.7287786602973938
0,17,1142.63818359375,517.0179443359375,1164.9429931640625,575.2749633789062,0.7276812195777893
0,18,952.4639892578125,260.983642578125,970.7708740234375,309.3329162597656,0.7237269878387451
0,19,922.494384765625,369.9508972167969,944.7741088867188,420.5416564941406,0.7229865789413452
0,20,347.3924560546875,435.1429138183594,365.6481018066406,494.6186828613281,0.7221418023109436
0,21,889.8370971679688,335.3318786621094,906.0291137695312,384.4982604980469,0.7213490605354309
0,22,1377.90380859375,426.6478271484375,1394.9000244140625,487.15850830078125,0.7196382284164429
0,23,641.894775390625,290.33233642578125,657.7647094726562,336.93853759765625,0.7130351066589355
0,24,1108.006103515625,371.57305908203125,1127.5931396484375,422.2521057128906,0.7086870670318604
0,25,1210.3232421875,448.4153137207031,1227.7353515625,503.4190979003906,0.7018902897834778
1,1,459.6961975097656,752.41796875,490.511962890625,824.2820434570312,0.822032630443573
1,2,1734.3631591796875,995.8355102539062,1768.2337646484375,1080.0,0.8283135294914246
1,3,1429.022216796875,774.6756591796875,1454.5020751953125,835.3162841796875,0.8191456198692322
1,4,980.26513671875,1018.3475341796875,1015.0426025390625,1080.0,0.8029493093490601
1,5,936.4026489257812,1005.1483764648438,969.9138793945312,1080.0,0.8122994899749756
1,6,269.6292724609375,588.8859252929688,298.7401123046875,656.1624755859375,0.794773519039154
1,7,1471.43017578125,525.1923217773438,1495.9935302734375,588.767822265625,0.7801808714866638
1,8,774.5769653320312,354.11175537109375,795.9857788085938,406.7057189941406,0.7713938355445862
1,9,576.217041015625,1036.222412109375,607.9451904296875,1080.0,0.7665231823921204
1,10,492.025146484375,337.6856689453125,513.664306640625,391.71478271484375,0.7771466374397278
1,11,968.3900756835938,607.366455078125,992.9087524414062,668.4923706054688,0.7887493968009949
1,12,717.960205078125,434.6422119140625,738.7628173828125,495.7812805175781,0.7618129849433899
1,13,895.2283935546875,560.8847045898438,913.908203125,624.2454833984375,0.7342681288719177
1,14,676.1666259765625,494.0465087890625,697.4576416015625,555.3800048828125,0.7546979188919067
1,15,921.4368896484375,450.7522888183594,940.7429809570312,511.25048828125,0.7307959198951721
1,16,1335.7261962890625,329.8023986816406,1356.38623046875,379.81005859375,0.7289521098136902
1,17,1142.2315673828125,515.7373657226562,1164.7423095703125,574.5810546875,0.7162390351295471
1,18,952.5602416992188,260.6781311035156,970.87841796875,309.0638732910156,0.7146331071853638
1,19,921.9369506835938,368.4239196777344,944.423583984375,419.5425109863281,0.7367916703224182
1,20,346.1748962402344,434.72772216796875,364.1598815917969,493.16497802734375,0.7427077889442444
1,21,890.6641845703125,334.38604736328125,906.8045043945312,383.3880615234375,0.7179862260818481
1,22,1377.7403564453125,426.0743408203125,1394.6871337890625,486.3920593261719,0.7235056161880493
1,23,642.7665405273438,288.8034362792969,658.864013671875,336.08953857421875,0.7332131266593933
1,24,1108.087890625,370.09259033203125,1128.0714111328125,421.8355712890625,0.7321338057518005
1,25,1209.945556640625,447.4776306152344,1227.4854736328125,502.8591003417969,0.7127053737640381
2,1,460.38671875,751.6732788085938,490.7132568359375,822.3646240234375,0.8211521506309509
2,2,1735.1768798828125,995.3743286132812,1769.219970703125,1079.9998779296875,0.8374488353729248
2,3,1431.1322021484375,777.4751586914062,1455.5501708984375,834.9481811523438,0.8024743795394897
2,4,980.0120239257812,1017.719970703125,1015.10595703125,1080.0,0.8024646043777466
2,5,936.3511352539062,1004.6865844726562,970.03125,1080.0,0.8086379766464233
2,6,270.4631652832031,588.2225341796875,299.6461181640625,655.6144409179688,0.7741329669952393
2,7,1470.473876953125,524.946044921875,1495.1656494140625,588.6302490234375,0.7728257775306702
2,8,774.381103515625,353.59906005859375,795.6204833984375,405.67498779296875,0.768182635307312
2,9,576.008056640625,1035.7252197265625,608.0664672851562,1080.0,0.7690197825431824
2,10,491.7629699707031,336.73712158203125,513.3124389648438,390.65570068359375,0.7551641464233398
2,11,966.811767578125,607.0767822265625,991.3432006835938,667.9172973632812,0.7890895009040833
2,12,717.8665161132812,434.23602294921875,738.615478515625,495.2074279785156,0.75137859582901
2,13,895.5697631835938,560.302490234375,914.3042602539062,623.7633666992188,0.7314423322677612
2,14,675.88818359375,493.44097900390625,697.3126220703125,555.347412109375,0.7526683211326599
2,15,921.7205200195312,450.14190673828125,941.1334838867188,510.8603210449219,0.7491787672042847
2,16,1335.445068359375,329.5892028808594,1356.0452880859375,379.44586181640625,0.7302791476249695
2,17,1142.1175537109375,515.496826171875,1163.955810546875,572.6390991210938,0.6748073101043701
2,18,952.57763671875,260.28741455078125,971.0479125976562,309.0804748535156,0.6967803239822388
2,19,921.4981689453125,367.89971923828125,943.8823852539062,418.8970642089844,0.7243408560752869
2,20,345.125244140625,434.2012634277344,363.29913330078125,492.874267578125,0.7770683169364929
2,21,892.4736938476562,334.3429260253906,908.5079956054688,382.5597839355469,0.7261707186698914
2,22,1377.4847412109375,425.14654541015625,1394.411376953125,485.3202209472656,0.7431153655052185
2,23,643.6516723632812,287.8586120605469,659.9285278320312,335.6224365234375,0.7510383129119873
2,24,1108.271484375,369.55657958984375,1128.207763671875,421.2264709472656,0.7226882576942444
2,25,1209.4422607421875,446.7562561035156,1227.1011962890625,502.3992004394531,0.7196378111839294
3,1,460.79620361328125,750.42138671875,490.7489013671875,820.1796875,0.8226030468940735
3,2,1735.3668212890625,994.4296875,1769.774169921875,1080.0,0.8368697166442871
3,3,1433.86376953125,779.2373046875,1457.906005859375,834.6066284179688,0.8148614764213562
3,4,979.6807250976562,1016.7867431640625,1015.234619140625,1080.0,0.8087822794914246
3,5,936.2373046875,1004.0028686523438,970.1729736328125,1080.0,0.8094363212585449
3,6,270.78125,587.7670288085938,299.95416259765625,655.155029296875,0.7908751368522644
3,7,1469.694580078125,524.2756958007812,1494.637451171875,588.2246704101562,0.7747834920883179
3,8,774.3114013671875,353.2257995605469,795.5067138671875,405.00445556640625,0.7732349038124084
3,9,575.724853515625,1034.8795166015625,608.3512573242188,1080.0,0.7803381085395813
3,10,492.0117492675781,335.9406433105469,513.3684692382812,389.4217529296875,0.7593404054641724
3,11,966.0626220703125,606.55712890625,990.7081298828125,667.20751953125,0.7995690107345581
3,12,717.990234375,433.3837585449219,738.7600708007812,494.43621826171875,0.7525359988212585
3,13,895.9014892578125,559.2176513671875,914.742431640625,622.894287109375,0.7492696642875671
3,14,676.1459350585938,492.9884338378906,697.406982421875,554.5789184570312,0.7480870485305786
3,15,922.0755615234375,449.7340393066406,941.4639892578125,510.1621398925781,0.7394548654556274
3,16,1335.3385009765625,329.32562255859375,1355.9088134765625,379.1103515625,0.7404475212097168
3,17,1141.7164306640625,513.8912353515625,1163.731689453125,571.6447143554688,0.6850461363792419
3,18,952.8209838867188,260.10736083984375,971.1591186523438,308.5481872558594,0.6890606880187988
3,19,921.1654663085938,367.81964111328125,943.3458251953125,418.5065612792969,0.7350014448165894
3,20,344.1229553222656,433.287109375,362.63104248046875,492.50048828125,0.7866885662078857
3,21,893.1024780273438,334.239501953125,909.0896606445312,381.5826721191406,0.7429955005645752
3,22,1377.1229248046875,423.76470947265625,1394.27587890625,484.7004089355469,0.7433284521102905
3,23,644.6409301757812,287.102783203125,660.9864501953125,334.82501220703125,0.7509998083114624
3,24,1108.2841796875,368.96771240234375,1128.1802978515625,420.56939697265625,0.7174010872840881
3,25,1208.802001953125,445.994384765625,1226.646728515625,502.1208801269531,0.7221406102180481
4,1,461.32135009765625,749.4913330078125,490.7498779296875,817.8723754882812,0.8437866568565369
4,2,1735.451171875,993.35546875,1770.2720947265625,1079.9510498046875,0.8370165824890137
4,3,1435.328369140625,779.9805908203125,1462.4456787109375,841.1134643554688,0.8394783139228821
4,4,979.45556640625,1015.7810668945312,1015.4425659179688,1080.0,0.8111454248428345
4,5,936.072021484375,1003.0944213867188,970.3394775390625,1080.0,0.814518928527832
4,6,271.02789306640625,586.5763549804688,300.1728820800781,653.9488525390625,0.7782865762710571
4,7,1469.1265869140625,523.8035888671875,1494.0770263671875,587.1995239257812,0.7774707078933716
4,8,774.0699462890625,352.1547546386719,795.322509765625,403.8706359863281,0.7622231245040894
4,9,575.5452270507812,1033.9246826171875,608.7581787109375,1080.0,0.7834838032722473
4,10,491.98828125,334.7165222167969,513.2574462890625,388.1277770996094,0.7556216716766357
4,11,965.8258056640625,605.6138916015625,990.5794677734375,665.869384765625,0.8005845546722412
4,12,718.164306640625,432.3630065917969,738.7283325195312,492.8797302246094,0.744510293006897
4,13,896.2421264648438,557.5055541992188,915.4487915039062,622.1377563476562,0.7724816799163818
4,14,676.4974975585938,492.1601257324219,697.5785522460938,553.3901977539062,0.7566439509391785
4,15,922.5872192382812,448.9285583496094,941.8560791015625,508.5588684082031,0.7321916222572327
4,16,1335.3017578125,328.0299987792969,1355.99609375,378.1437072753906,0.7265707850456238
4,17,1141.9803466796875,512.22119140625,1163.7586669921875,569.6160888671875,0.7072298526763916
4,18,952.9889526367188,259.27001953125,971.3301391601562,307.7016296386719,0.7244508862495422
4,19,921.215087890625,367.4009704589844,943.05078125,417.4532165527344,0.7352845668792725
