frame,id,x_center,y_center,width,height
5,12,686.62756,521.1936,19.690552,59.86029
5,13,1216.7583,471.67816,17.865723,55.350677
5,14,1385.8049,451.17163,16.97522,59.756317
5,15,962.75525,281.98993,19.166565,46.80966
5,16,652.71436,308.3191,14.812073,45.645996
5,17,932.4044,477.28406,19.818054,59.203125
5,18,1345.98,351.4187,21.048828,50.410034
5,19,1481.2339,554.7903,23.994263,60.497803
5,20,352.25916,460.52173,17.80188,57.873627
5,21,728.97156,461.36682,20.967712,60.348663
5,22,902.11035,355.71512,15.487366,46.07556
5,23,502.58066,359.97656,18.720215,52.37387
5,24,1753.1123,1035.9766,36.007812,85.9574
5,25,906.00934,588.8356,17.95105,60.391907
6,1,997.02167,1047.4281,34.779907,65.1438
6,2,476.6942,781.1964,28.588959,67.08917
6,3,1461.9429,819.05066,31.552124,68.49634
6,4,1118.5259,392.19656,20.227417,50.627014
6,5,932.5273,391.7365,21.535645,49.081116
6,6,953.0377,1040.3816,34.97577,79.236694
6,7,976.807,634.3241,24.528198,59.79132
6,8,592.1825,1056.1174,33.938965,47.01294
6,9,783.5588,376.3557,21.487793,51.078033
6,10,1151.5267,541.15,23.390625,59.226227
6,11,284.83752,618.9044,26.211426,66.51538
6,12,686.6003,520.76855,19.651611,60.076904
6,13,1216.248,471.39902,17.934448,55.585938
6,14,1385.7383,450.77478,17.02649,59.649445
6,15,962.5849,281.66516,19.141968,46.665466
6,16,653.04944,307.96948,15.280029,46.5625
6,17,932.64124,476.69482,19.913208,59.157623
6,18,1345.9749,351.1354,20.877075,50.22467
6,19,1481.5264,554.7637,24.252563,60.579285
6,20,352.24066,460.62903,18.062836,57.644867
6,21,729.2048,461.14316,20.880249,60.215332
6,22,902.7202,355.5905,15.824768,46.130493
6,23,502.75293,359.16852,18.93277,52.927643
6,24,1753.0906,1035.6449,35.931885,85.756165
6,25,906.0936,588.5672,18.166077,60.914917
7,1,997.10986,1047.3391,34.746765,65.3219
7,2,476.93103,780.8075,28.945404,67.65338
7,3,1466.8264,822.31616,31.352173,68.48004
7,4,1118.6277,391.6382,20.17273,50.72058
7,5,932.58215,391.34076,21.44867,48.613983
7,6,952.8934,1040.3428,34.875854,79.31433
7,7,975.2864,633.9398,24.5672,60.24109
7,8,592.2194,1056.0126,33.898438,47.14795
7,9,783.29755,375.79526,21.631714,50.905212
7,10,1151.0134,540.7491,23.280396,59.472137
7,11,284.95068,618.7095,26.1781,66.18121
7,12,686.9374,520.5349,19.537842,60.178955
7,13,1215.7811,471.15387,18.03418,55.992767
7,14,1385.5697,450.53427,17.106934,59.591003
7,15,962.61584,281.37042,19.088318,46.473785
7,16,653.5728,307.54236,15.463135,46.73239
7,17,932.80054,476.41132,20.003113,59.01364
7,18,1345.6653,351.09503,20.705444,50.15808
7,19,1481.7561,554.8777,24.437866,60.449036
7,20,352.12222,460.26575,18.28302,57.086945
7,21,729.13354,461.05505,20.661804,59.75064
7,22,903.9005,355.0941,15.7717285,45.435486
7,23,502.84216,358.4558,18.79541,52.60971
7,24,1752.2207,1035.4126,36.06018,85.63391
7,25,905.9826,588.3961,18.235107,60.881775
8,1,997.1106,1047.3966,34.588013,65.206726
8,2,477.0107,780.89624,29.163696,67.945435
8,3,1469.7603,824.9164,30.648804,66.445984
8,4,1118.8372,391.45673,20.13977,50.986023
8,5,933.01685,390.75177,21.871582,49.16635
8,6,952.77856,1040.4517,34.65924,79.09662
8,7,973.9404,634.8146,23.851135,59.187622
8,8,592.2399,1056.0317,33.73108,47.112427
8,9,783.37616,375.82227,21.986816,51.288177
8,10,1150.9138,541.10754,22.817017,58.791443
8,11,285.20715,618.7083,26.22702,66.055176
8,12,687.1328,520.7765,19.21344,59.737396
8,13,1215.2738,471.07513,17.935791,55.742645
8,14,1385.5066,450.54843,17.293701,59.64557
8,15,962.65894,281.2405,19.099243,46.355286
8,16,654.3052,307.44104,15.830872,47.55179
8,17,932.9407,476.93497,20.361145,59.704834
8,18,1345.2029,351.1975,20.549683,50.246063
8,19,1481.9377,555.09753,24.761963,60.721863
8,20,352.3223,460.21393,18.710327,57.036346
8,21,729.40247,460.94092,20.487183,59.451904
8,22,905.37854,354.99164,15.826111,45.695526
8,23,502.94415,358.33026,18.80777,52.692383
8,24,1751.8657,1035.4153,36.234985,85.536255
8,25,906.4617,588.55096,18.366577,60.978394
9,1,997.1008,1047.4717,34.41815,65.05658
9,2,477.29144,781.17773,29.354614,68.23602
9,3,1472.9673,826.7866,30.568726,65.50311
9,4,1119.1372,391.67072,20.2052,51.64496
9,5,933.3684,389.808,23.39087,52.53479
9,6,952.5266,1040.4828,34.47296,79.034485
9,7,972.6924,635.20447,23.181274,58.612427
9,8,592.2202,1056.2332,33.35962,46.780273
9,9,782.88635,375.9314,22.036926,50.863037
9,10,1150.8083,541.4078,22.677124,58.98636
9,11,285.33926,619.04236,26.251526,65.84424
9,12,687.60925,521.2708,18.934143,59.44919
9,13,1214.8738,471.43448,17.78772,55.21997
9,14,1385.1595,450.7768,17.55957,59.591156
9,15,962.69824,281.49268,19.153381,46.35382
9,16,655.23584,307.52252,15.928162,47.495514
9,17,933.45544,478.0116,20.837585,60.752136
9,18,1344.6423,351.66986,20.317993,50.099976
9,19,1481.8215,555.50867,25.26831,61.593994
9,20,352.19427,460.46796,19.295227,57.43457
9,21,729.595,461.21887,20.432495,59.570282
9,22,905.92004,355.06525,15.912231,46.176025
9,23,503.06204,358.4885,18.865417,53.00995
9,24,1750.6799,1035.7323,36.728516,85.66986
9,25,906.6038,589.6042,17.962524,59.128418
10,1,997.12476,1047.5149,34.28351,64.970276
10,2,477.78992,781.1155,29.71347,68.90466
10,3,1476.3004,828.09735,29.766357,62.777954
10,4,1119.4058,391.5836,20.076416,51.913086
10,5,933.6886,388.86304,23.963928,53.76181
10,6,952.22144,1040.5312,34.28119,78.93738
10,7,971.2978,635.31775,22.789917,58.509583
10,8,592.15027,1056.3247,33.117126,46.651978
10,9,782.6454,375.858,22.198364,50.734253
10,10,1150.6738,541.37146,22.449707,58.955383
10,11,285.4301,619.11096,26.353882,65.87903
10,12,687.62146,521.44977,18.64502,59.30771
10,13,1215.028,471.4207,17.697998,55.108704
10,14,1384.3099,450.52872,17.827393,58.85797
10,15,962.5884,282.1084,19.320618,46.604065
10,16,655.95435,307.44193,15.843018,47.288635
10,17,933.89185,478.78076,20.837341,60.45926
10,18,1344.0415,351.8944,19.94983,49.72165
10,19,1481.5891,555.8379,25.640747,62.211
10,20,352.26346,460.85742,19.715942,57.226135
10,21,729.75867,461.4405,20.332397,59.562714
10,22,906.53265,355.19446,15.860718,46.576447
10,23,503.0252,358.91638,18.990631,53.610718
10,24,1749.8582,1035.8616,37.258667,85.65082
10,25,906.9679,590.06555,18.006409,58.642273
11,1,997.1763,1047.5505,34.156616,64.8988
11,2,478.02405,780.9126,29.953339,69.3363
11,3,1480.1357,832.4037,31.874146,66.90509
11,4,1119.5696,391.35504,19.943726,52.22226
11,5,933.5876,386.26093,22.929688,50.96515
11,6,951.96857,1040.4766,34.2218,79.046875
11,7,969.5082,635.4281,22.670593,58.821594
11,8,592.26447,1056.2437,32.997314,46.747192
11,9,782.38794,375.5998,22.272156,50.442047
11,10,1150.5208,541.3047,22.224487,58.982117
11,11,285.65607,618.8119,26.175415,65.49078
11,12,687.8334,521.39734,18.415527,59.38321
11,13,1214.0103,471.3294,17.96997,55.37674
11,14,1383.3539,450.22992,18.25,57.970276
11,15,962.55414,282.43878,19.503662,46.998444
11,16,656.7776,306.9762,15.537476,46.52188
11,17,934.05505,478.5089,21.061035,60.904602
11,18,1343.2435,351.76108,19.778076,50.01581
11,19,1481.4095,555.7816,25.812256,62.425476
11,20,351.7589,460.88983,20.274872,57.36026
11,21,729.88293,461.35828,20.166382,59.416138
11,22,907.8513,354.6155,15.747742,46.70349
11,23,503.346,358.99075,18.824677,53.79901
11,24,1749.2472,1035.9624,37.83618,85.63672
11,25,907.1395,590.3465,18.252075,58.865112
12,1,997.24084,1047.5676,34.041687,64.86487
12,2,478.13962,780.7572,30.01355,69.50775
12,3,1483.8035,837.16736,35.131348,73.53253
12,4,1119.6285,391.20767,19.737305,52.329407
12,5,933.39526,384.01007,21.522278,47.1369
12,6,951.68225,1040.4583,34.095642,79.08362
12,7,968.1465,635.4638,22.256165,58.586548
12,8,592.29724,1056.1733,32.901917,46.88611
12,9,782.3431,375.5417,22.611328,50.844604
12,10,1150.5518,541.259,21.961914,58.927216
12,11,285.76,618.75024,25.980469,65.01825
12,12,688.2094,521.4715,18.234009,59.41394
12,13,1213.686,471.30084,18.123901,55.527832
12,14,1383.3894,449.98132,18.664185,57.43979
12,15,962.3607,282.9197,19.510254,46.95331
12,16,657.592,306.5334,15.429932,46.24295
12,17,934.2119,478.38522,21.258972,61.14325
12,18,1342.4705,351.7735,19.453735,49.944183
12,19,1481.4717,555.9276,25.964722,62.62323
12,20,351.16138,460.79736,20.607697,56.77957
12,21,729.9001,461.4298,20.094727,59.559906
12,22,908.864,354.515,15.602112,46.690735
12,23,503.4281,359.00128,18.661377,53.95755
12,24,1748.612,1035.978,38.414185,85.707214
12,25,907.2634,590.4902,18.601746,59.144897
13,1,997.2782,1047.5784,33.945984,64.84332
13,2,478.2348,780.50287,30.03302,69.7605
13,3,1488.5862,841.81616,36.976685,77.753296
13,4,1119.7144,391.06732,19.545288,52.50061
13,5,933.6066,381.1051,19.439453,41.233765
13,6,951.4631,1040.4482,33.944214,79.103516
13,7,966.0548,635.7462,21.768127,57.457703
13,8,592.2998,1056.1699,32.70514,46.86194
13,9,782.37744,375.69293,22.358337,50.098053
13,10,1150.6439,541.10925,21.871582,59.378143
13,11,286.075,618.73206,25.454956,63.75775
13,12,688.67773,521.5413,18.132751,59.514435
13,13,1212.1045,471.05994,18.550537,55.53592
13,14,1384.7024,449.83435,18.74878,56.863525
13,15,962.2595,283.0446,19.450195,46.74005
13,16,658.871,305.71945,15.367493,46.19098
13,17,934.5221,478.08698,21.42566,61.336517
13,18,1341.9778,351.51514,19.006104,49.54654
13,19,1480.855,555.83057,25.743286,62.277527
13,20,350.25568,460.5969,20.8768,56.406006
13,21,730.0497,461.78586,20.109375,59.992798
13,22,909.7451,354.63727,15.463318,46.651855
13,23,503.63345,358.9261,18.470642,54.056763
13,24,1748.5304,1036.1055,38.99756,86.020935
13,25,907.14343,590.26196,18.858215,58.961365
13,28,524.2951,218.81097,21.966553,44.05168
14,1,997.484,1047.5916,33.862793,64.816895
14,2,478.37665,780.6329,29.868073,69.711426
14,3,1494.059,846.6632,37.46338,79.897766
14,4,1119.8286,390.8109,19.396118,52.866302
14,5,934.10144,378.6233,18.14508,36.592834
14,6,951.2091,1040.4979,33.800537,79.00421
14,7,963.9863,636.06116,21.783752,56.851013
14,8,592.3883,1056.2625,32.4021,46.659546
14,9,782.35443,375.69754,22.55127,50.398376
14,10,1150.7089,541.12775,21.35962,58.82129
14,11,286.3448,618.83545,25.254211,63.461548
14,12,688.74133,521.80396,17.889832,59.4451
14,13,1211.7761,471.0287,18.946167,55.781128
14,14,1385.5387,449.95605,18.812256,56.502777
14,15,961.83777,283.15247,19.48944,46.574127
14,16,659.8353,305.95312,15.273132,46.27133
14,17,935.2212,477.86218,21.835754,62.14627
14,18,1341.3076,351.58255,18.519287,49.223877
14,19,1480.0515,556.32043,25.327515,61.698303
14,20,349.46558,461.06732,21.307098,56.79239
14,21,730.0407,462.52563,20.245972,60.977386
14,22,910.11975,354.59625,15.158386,46.263733
14,23,503.86612,359.37317,18.468445,54.603485
14,24,1748.3728,1036.2399,39.348755,86.02637
14,25,906.6953,590.297,19.382874,59.24756
14,28,524.3153,219.15732,21.830994,43.804886
15,1,997.3686,1047.7738,33.612183,64.45233
15,2,478.15274,781.61414,30.068848,70.71686
15,3,1499.2559,851.884,37.146362,80.79993
15,4,1119.5941,391.1292,19.071533,52.80728
15,5,934.4822,378.46945,18.192688,35.08441
15,6,950.7313,1040.7463,33.467102,78.50745
15,7,962.3668,636.24023,22.119812,57.06122
15,8,592.33923,1056.4546,31.953674,46.240356
15,9,782.04224,376.1759,22.739868,50.87982
15,10,1150.7703,541.76514,21.026367,58.5838
15,11,286.56293,619.41565,24.975494,62.877014
15,12,688.9621,522.3113,17.532837,58.734985
15,13,1211.2084,471.2244,19.32129,55.912598
15,14,1385.9214,449.97247,18.745361,55.6409
15,15,961.3394,283.7379,19.559814,46.556366
15,16,660.59845,306.4917,15.162109,46.22641
15,17,935.5134,478.27435,21.989868,62.20047
15,18,1340.6036,352.18143,18.175537,49.08484
15,19,1478.6697,556.70807,24.845947,61.390503
15,20,348.7193,461.67584,21.479797,56.634247
15,21,730.01416,463.45154,20.379944,61.987823
15,22,910.5282,354.98096,14.927307,45.943665
15,23,503.84662,359.77124,18.394379,54.720367
15,24,1747.9958,1036.4133,39.630737,85.990845
15,25,906.0865,591.2608,19.855713,59.673706
15,28,524.1687,220.34879,21.401367,42.918182
16,1,997.388,1047.6392,33.653564,64.7218
16,2,477.8043,783.0427,30.83142,73.40619
16,3,1503.5288,855.1656,35.44763,78.61633
16,4,1119.5284,391.02325,18.743652,52.676178
16,5,934.2908,379.62958,19.39624,36.292816
16,6,950.03076,1039.725,32.19055,75.27081
16,7,961.2724,635.8314,22.667603,57.81537
16,8,592.3511,1056.4672,31.79773,46.206787
16,9,781.9127,376.18152,22.88501,51.463043
16,10,1150.5999,542.0001,20.840942,58.501526
16,11,286.82935,619.5759,24.87326,62.95807
16,12,689.2413,522.3878,17.276245,58.407104
16,13,1210.6311,471.23804,19.764038,56.171906
16,14,1386.4639,449.91248,18.853638,55.333984
16,15,961.115,284.07352,19.783752,46.993225
16,16,661.7222,305.91895,15.136108,46.443237
16,17,935.7398,478.24982,22.224243,62.575653
16,18,1339.4607,351.97162,17.853638,48.38565
16,19,1477.4822,556.9972,24.33728,61.177307
16,20,347.79016,461.35925,21.675995,56.954376
16,21,730.0211,464.0282,20.408142,62.867615
16,22,910.9011,355.172,14.838684,45.89746
16,23,503.2069,359.7326,18.406036,54.81598
16,24,1747.595,1036.2837,39.92395,86.114624
16,25,906.13086,591.3096,20.399109,60.270813
16,28,523.94,220.19794,21.34436,42.767075
17,1,997.41534,1047.5791,33.607788,64.841736
17,2,477.5534,784.0259,30.606018,73.97632
17,3,1507.8083,856.90344,33.39441,75.37213
17,4,1119.6621,390.55176,18.311157,52.013153
17,5,933.9607,381.3576,21.443848,39.964813
17,6,949.2023,1040.4308,32.801453,76.687256
17,7,960.81433,635.12024,23.349426,58.914978
17,8,592.2876,1056.3381,31.893616,46.550537
17,9,781.9165,376.01862,22.706238,51.10257
17,10,1150.853,541.6522,20.647583,58.232727
17,11,286.9428,619.1918,24.635834,62.689148
17,12,689.6753,522.371,16.980286,58.039124
17,13,1209.9563,471.2801,20.341064,56.75226
17,14,1386.9753,450.01654,19.353882,56.125336
17,15,960.6968,284.2318,20.125671,47.89029
17,16,662.9769,305.5164,15.203308,46.244812
17,17,936.1708,477.9973,22.371521,62.632477
17,18,1337.8403,351.79242,18.105103,48.541565
17,19,1475.9149,556.8115,23.954834,60.98651
17,20,346.37207,461.2417,21.562073,57.103973
17,21,730.1448,464.20245,20.286926,63.230743
17,22,911.4791,354.97443,14.78717,45.695007
17,23,502.8017,359.2117,18.186493,54.12549
17,24,1747.1875,1036.1008,40.061523,86.08917
17,25,906.1422,591.1688,20.882446,60.77539
17,28,523.57886,219.69461,21.293457,42.634293
18,1,997.48206,1047.5453,33.530212,64.90936
18,2,476.76413,784.7771,30.361694,74.68829
18,3,1511.779,858.32947,32.211548,72.62085
18,4,1119.6478,389.96368,18.107666,51.9205
18,5,933.4657,383.25708,23.305115,43.830048
18,6,948.6948,1040.5319,33.22589,78.0423
18,7,960.08105,635.05383,23.413269,58.439453
18,8,592.20447,1056.2806,31.84613,46.65088
18,9,782.132,375.86523,22.693726,51.38199
18,10,1150.9558,541.00635,20.121704,56.810425
18,11,287.06567,618.83984,24.271484,62.07251
18,12,689.9508,522.1046,16.786682,57.88217
18,13,1209.2925,471.0918,20.83191,57.032806
18,14,1387.3442,449.95447,19.795532,56.720856
18,15,960.10693,284.28494,20.15802,48.18988
18,16,664.2158,305.1773,15.71582,46.873627
18,17,936.48145,477.82803,22.50592,62.664062
18,18,1336.1995,351.68008,18.665405,48.74756
18,19,1474.2734,556.58984,23.668701,61.044678
18,20,345.42502,461.2168,21.268677,57.256165
18,21,730.0835,464.2448,20.068054,63.338654
18,22,911.7101,354.66772,14.830872,45.819122
18,23,502.22626,358.63892,18.081726,53.636322
18,24,1746.8389,1035.817,40.119263,85.98114
18,25,905.9452,591.2175,21.353088,61.43683
18,28,522.73944,219.23846,20.984497,42.0663
19,1,997.60547,1047.4146,33.560608,65.1709
19,2,476.31702,785.4536,29.994415,75.249146
19,3,1515.836,861.9298,33.810547,76.37555
19,4,1119.6165,389.2879,18.11145,52.425323
19,5,933.33026,385.39917,25.211304,48.328278
19,6,948.2295,1040.6678,33.28131,78.36371
19,7,960.1974,634.7958,23.50824,58.556274
19,8,592.1358,1056.0953,31.972412,47.0271
19,9,782.42914,375.39276,22.562134,51.4581
19,10,1150.7838,540.42847,20.018066,56.50287
19,11,287.47455,618.2174,23.948212,61.71234
19,12,690.7234,521.70197,16.65271,57.357544
19,13,1208.864,470.3463,21.421997,57.5076
19,14,1387.8334,449.89017,19.999512,56.73755
19,15,959.6565,284.19632,20.196106,48.45642
19,16,665.0569,304.6199,16.035828,46.938965
19,17,936.71204,477.6908,22.504211,62.34903
19,18,1335.2112,351.3,19.127075,48.820984
19,19,1472.7932,556.30676,23.039917,59.9682
19,20,344.22607,460.6938,20.504059,56.5347
19,21,730.20483,464.00024,19.726746,62.89389
19,22,911.8959,354.37097,14.749084,45.44345
19,23,501.48492,357.93408,18.127777,53.780792
19,24,1746.6296,1035.5298,40.198242,86.00647
19,25,905.781,591.3051,21.538574,61.51819
19,28,522.2305,218.88715,20.994598,42.110962
20,1,997.7534,1047.3229,33.52527,65.35431
20,2,475.91803,785.88544,29.543304,75.71533
20,3,1520.3317,866.8573,34.96411,79.673035
20,4,1119.6555,388.78003,18.031494,52.569977
20,5,933.2892,387.802,26.219666,51.22165
20,6,947.4164,1040.426,33.545105,79.073
20,7,959.7892,633.7915,24.03125,60.441467
20,8,592.17773,1056.0057,31.969849,47.19458
20,9,782.5481,374.9495,22.438904,51.55072
20,10,1150.6682,540.08655,19.828613,55.79187
20,11,287.95392,617.73755,23.686981,61.33795
20,12,691.8111,521.6541,16.949097,57.61792
20,13,1209.415,469.68616,21.897583,58.253906
20,14,1388.1494,449.86584,20.121216,56.55182
20,15,959.3926,284.091,20.170227,48.599182
20,16,665.68066,304.10596,16.347595,46.93445
20,17,936.886,477.6184,22.462769,61.835144
20,18,1334.5862,351.04706,19.635376,49.116394
20,19,1471.4126,556.1777,22.666748,59.344727
20,20,343.33395,460.5017,20.03711,56.52652
20,21,730.27527,463.83978,19.45221,62.615234
20,22,912.0253,353.8186,15.147339,46.63791
20,23,500.24014,357.47366,18.008667,53.552002
20,24,1746.4797,1035.4285,40.246704,85.97925
20,25,905.72845,591.55615,21.489258,60.95923
20,28,522.03723,218.46558,21.152039,42.440506
21,1,997.9579,1047.2053,33.497375,65.589294
21,2,475.7754,786.1863,28.94394,75.755066
21,3,1525.6467,871.50476,35.153687,80.62677
21,4,1119.8333,388.4876,18.03247,52.968933
21,5,933.33716,389.40125,26.027344,51.8602
21,6,946.8804,1040.1155,33.821167,79.76898
21,7,959.136,633.15247,24.322693,62.05432
21,8,592.2241,1055.9299,31.968933,47.359497
21,9,782.7661,374.79486,22.368042,51.726288
21,10,1150.5544,539.7904,19.900146,55.902344
21,11,288.20587,617.43866,23.568512,61.437378
21,12,692.53973,521.5702,17.319092,57.818207
21,13,1209.7107,469.1844,22.173218,58.65683
21,14,1388.405,449.9331,20.283325,56.530823
21,15,959.1811,284.04358,20.090332,48.5455
21,16,666.18994,303.64413,16.711731,46.92206
21,17,937.1195,477.326,22.549744,61.344513
21,18,1334.2063,350.664,19.976074,49.304443
21,19,1469.8876,556.2221,22.23462,58.293945
21,20,343.22772,460.11182,19.786835,56.962524
21,21,730.3625,463.82562,19.253784,62.554596
21,22,912.4365,353.6139,15.440308,47.258026
21,23,498.88348,357.32666,17.817352,53.500732
21,24,1746.4387,1035.3723,40.295288,85.97266
21,25,905.65906,592.2831,21.580505,60.79315
21,28,522.4909,218.32834,21.177124,42.723984
22,1,998.0895,1047.112,33.43927,65.77594
22,2,475.7799,786.3583,28.394928,75.65582
22,3,1531.449,876.52435,35.334473,81.95386
22,4,1119.9996,387.9845,17.904785,53.02649
22,5,933.40454,390.85175,25.155579,50.508667
22,6,946.1782,1040.0354,33.925903,79.92908
22,7,957.9866,631.9544,23.674988,61.545166
22,8,592.28394,1055.8624,31.946228,47.50122
22,9,782.96014,374.71976,22.165405,51.592834
22,10,1150.4861,539.65204,20.006714,56.045807
22,11,288.26175,617.22815,23.552917,61.716248
22,12,692.7102,521.6169,17.536682,57.67151
22,13,1209.3906,468.99615,22.381226,58.689667
22,14,1388.7162,449.66296,20.240479,56.079926
