frame,id,X_m,Y_m
15,18,67.88832772375393,50.82843175651134
15,19,69.84582226010131,29.552011842521715
15,20,33.55434179928139,37.164901015829074
15,21,46.04773917871114,37.47415249021936
15,22,51.96033711888028,49.727436185421354
15,23,37.32297931295154,48.45853389290668
15,24,71.4198804178204,-1.3293603557382614
15,25,51.95853958675197,26.037590359103767
15,28,35.96085745130449,67.42796864387537
16,1,54.201170880881364,-2.0415830098952203
16,2,40.868614162152895,11.954696718744303
16,3,67.26137575575633,8.107722305640673
16,4,59.417102454668004,45.80959963237638
16,5,52.82637376335043,46.83146304055661
16,6,53.13785191887049,-1.6877095211918312
16,7,53.59144843495458,22.522011308898488
16,8,45.17886198975262,-2.5407072244309465
16,9,47.37905871777934,46.98596175247365
16,10,59.60880740236116,30.5179076295798
16,11,33.96010838647479,23.224937288339788
16,12,45.07353350672279,31.79227829290117
16,13,62.02100239323872,37.30969323364193
16,14,68.21389339196459,39.734706046271626
16,15,53.88678717084149,59.057333370464335
16,16,42.476281360274726,55.486945375557916
16,17,52.8645125469368,36.263249617488725
16,18,67.84843869807194,50.85249718760941
16,19,69.80437957051466,29.52518819618809
16,20,33.51923660422863,37.19516303933961
16,21,46.05112266767348,37.41636127457758
16,22,51.974088004213606,49.704833865848265
16,23,37.299656258441416,48.462052755241245
16,24,71.41195632493795,-1.323338586097098
16,25,51.95990150263611,26.03360294593014
16,28,35.94897342404405,67.45081118765104
17,1,54.20183637303001,-2.0388112172694255
17,2,40.86965437867414,11.893131339264285
17,3,67.35523664498554,8.008284643014807
17,4,59.424676865423194,45.86406818928471
17,5,52.814399739075306,46.62982685797213
17,6,53.11898657681279,-1.7206343062226088
17,7,53.57852752628854,22.576735695704745
17,8,45.17692162392058,-2.534884286207424
17,9,47.378424475436184,47.0049649412634
17,10,59.61867246612519,30.549377734721066
17,11,33.9581690376743,23.25491697182762
17,12,45.08706566441992,31.794285064150454
17,13,61.998059688985904,37.30459271157527
17,14,68.23013030167883,39.7244914622281
17,15,53.870235656121764,59.03440448092532
17,16,42.519751661756395,55.542540717502334
17,17,52.87872903171279,36.2886810496192
17,18,67.7902220376721,50.87190639475071
17,19,69.7572144894439,29.539998598336073
17,20,33.471366399922,37.205041484085335
17,21,46.05615304434382,37.399065046654485
17,22,51.995074355835435,49.72987876486231
17,23,37.27804136701452,48.523287467142936
17,24,71.40444169448895,-1.314797804469322
17,25,51.960164100031676,26.045237042341704
17,28,35.92565659531311,67.5280700469039
18,1,54.20336648708955,-2.037239781274181
18,2,40.85498476984516,11.845824476808277
18,3,67.4438820871467,7.927047655935635
18,4,59.427653732339365,45.93178140681497
18,5,52.79656729483074,46.40868614963657
18,6,53.107511647216555,-1.7254452646079625
18,7,53.55715712622158,22.581280046238014
18,8,45.17484420530502,-2.532303323612334
18,9,47.38537651792,47.02320850396717
18,10,59.62540137850172,30.607454551268486
18,11,33.95693447127635,23.282418613658297
18,12,45.09413124578851,31.818865504580543
18,13,61.97725114338629,37.322688893272996
18,14,68.24363955293536,39.73150963646295
18,15,53.84708699295184,59.025759382827445
18,16,42.563268331164316,55.58976546301619
18,17,52.88897771321507,36.3057616140271
18,18,67.73030341337034,50.882959148802655
18,19,69.70816379383007,29.557919100887315
18,20,33.44023640709743,37.20631367341115
18,21,46.05436371738622,37.394744999370694
18,22,52.00331845661031,49.767622395193584
18,23,37.249619280938326,48.59046711811944
18,24,71.39936411041597,-1.301468268030459
18,25,51.95426391862086,26.04103448784856
18,28,35.88364982287316,67.59688727310284
19,1,54.20625382468785,-2.0311954663383696
19,2,40.84860643191507,11.80340412578627
19,3,67.51435407657742,7.719864183723384
19,4,59.43054599320323,46.00965577470403
19,5,52.79157848925507,46.16087197496203
19,6,53.096982788165654,-1.731857186190839
19,7,53.56071382577142,22.60138374014901
19,8,45.1725554865752,-2.5239383503746047
19,9,47.39373557284985,47.07883733357341
19,10,59.62308226729571,30.659187317322704
19,11,33.96025720745144,23.331250246725936
19,12,45.11601142139232,31.856427257587313
19,13,61.968588093792626,37.39721947087548
19,14,68.26132029056278,39.73892790057619
19,15,53.82955312112445,59.037149108855246
19,16,42.58970720482346,55.665117313630965
19,17,52.8965888395871,36.319586214042566
19,18,67.69851464683335,50.92852795232942
19,19,69.66501643596132,29.581451936045564
19,20,33.393080979459555,37.25677154323187
19,21,46.05702741270411,37.41939810439386
19,22,52.00992114338298,49.80409532963639
19,23,37.21341980711785,48.67317154072005
19,24,71.39755508060726,-1.2879374610962757
19,25,51.94937308269367,26.03365145337157
19,28,35.856875553806965,67.65026984408803
20,1,54.20966099274185,-2.0269392376800033
20,2,40.841600917108686,11.77628411416369
20,3,67.58335040367257,7.437305168748982
20,4,59.43496167399755,46.06834189410354
20,5,52.78994283158173,45.88418398852838
20,6,53.07868748934673,-1.7208573642237446
20,7,53.549403836240835,22.678991810341582
20,8,45.173110692615225,-2.5198754105331114
20,9,47.39588654353138,47.13080951266436
20,10,59.62127174461663,30.689803561761973
20,11,33.967541686200754,23.369063665550087
20,12,45.14991480518054,31.861989330610957
20,13,61.99213575210986,37.46449360618809
20,14,68.27251637550937,39.74191491099072
20,15,53.81933666516071,59.0512605522923
20,16,42.6083742874394,55.734368944152756
20,17,52.90232701007248,36.32694644090174
20,18,67.67857402745123,50.958928512803105
20,19,69.62298571877247,29.591450887043482
20,20,33.36108179056861,37.27474085454317
20,21,46.058473428230265,37.43556712740555
20,22,52.01430421871064,49.87166295860226
20,23,37.16260341875857,48.725969191115404
20,24,71.3951505496526,-1.2831837134675912
20,25,51.94793447501577,26.01288389421235
20,28,35.84173415688212,67.71541212457207
21,1,54.21436399575652,-2.021476594584254
21,2,40.84022155857714,11.757471585365385
21,3,67.67538450266362,7.17282481717636
21,4,59.44307244210435,46.10240558397931
21,5,52.79152850403488,45.700796439304604
21,6,53.066655011737765,-1.7066014591426677
21,7,53.5306941548049,22.728105742931337
21,8,45.17382151569799,-2.5164353745927626
21,9,47.40293102741128,47.14923868965371
21,10,59.61927028858449,30.71631991961067
21,11,33.970740073446194,23.39259144944932
21,12,45.17232231528292,31.87044453698622
21,13,62.005917936016004,37.515518485846584
21,14,68.28042991225135,39.73520863851095
21,15,53.81110780532732,59.05741930043117
21,16,42.62322722897519,55.796557395218365
21,17,52.91006250634801,36.35609523232684
21,18,67.6696051841909,51.006008701614235
21,19,69.57410458858766,29.58593425523268
21,20,33.35147132640199,37.3133942826231
21,21,46.06127251158142,37.437098121002705
21,22,52.02921828853488,49.89735165693023
21,23,37.11212961683778,48.74121741389141
21,24,71.39479537812906,-1.2805351827926579
21,25,51.94626039005973,25.95286889293062
21,28,35.857857323833045,67.73791208852248
22,1,54.2174056554746,-2.0171496537901747
22,2,40.84165735281962,11.74676603858486
22,3,67.77577470665393,6.8888559271203205
22,4,59.45203208647998,46.160827572021596
22,5,52.79380882148068,45.534948981606576
22,6,53.05082285107156,-1.7030639364137303
22,7,53.49777304743671,22.820367404795523
22,8,45.17486487887109,-2.5133674415349923
22,9,47.40949710889551,47.15833449024568
22,10,59.61785619422241,30.72869621483315
22,11,33.96949611557489,23.409066340718084
22,12,45.177956712304706,31.866371308834008
22,13,61.996616273942145,37.53411524181015
22,14,68.29469555607567,39.763986247621226
22,15,53.80072725303346,59.058610942177005
22,16,42.63448743807536,55.80228726656549
22,17,52.9084538410589,36.39670371514354
22,18,67.66680754351611,51.03785453186747
22,19,69.49082914361443,29.60684063472868
22,20,33.34607973017188,37.34350666245985
22,21,46.065036391163424,37.435398632185475
22,22,52.04855702324106,49.91354207256605
22,23,37.0694436015772,48.75999744310692
22,24,71.39166668223963,-1.278304665483091
22,25,51.935673350082126,25.907360611858838
22,28,35.8575534130043,67.75480864065207
23,1,54.218243885654545,-2.015755167939779
23,2,40.84350844112567,11.74156496175706
23,3,67.85884711517426,6.61554639626135
23,4,59.45685403850074,46.16250140350126
23,5,52.803939669558034,45.4691317199701
23,6,53.042173667484235,-1.700545291175418
23,7,53.47143723000088,22.853586205686312
23,8,45.17744893421767,-2.512216975409161
23,9,47.41300198449835,47.15954196818097
23,10,59.619104886339954,30.690560488835622
23,11,33.96308237295647,23.429894962722486
23,12,45.181221076415405,31.875479066155986
23,13,61.984794470798164,37.559738951845254
23,14,68.30697465377398,39.772030457821664
23,15,53.79431380292661,59.044692435764375
23,16,42.64147373111635,55.82026020750834
23,17,52.91034441284327,36.41434512863695
23,18,67.65731861984244,51.056622861239894
23,19,69.42614019716376,29.61011903062866
23,20,33.33733090382259,37.371247047212215
23,21,46.07943018528597,37.43658427118127
23,22,52.08067529638615,49.92476878106841
23,23,37.04505463038547,48.785200065245654
23,24,71.38987392551766,-1.2799673677904875
23,25,51.92792433889168,25.844170998313444
23,28,35.8663613143246,67.7574701736223
24,1,54.21916325837174,-2.0150087586074865
24,2,40.843142786112175,11.751937041577197
24,3,67.9237606607468,6.363256926946772
24,4,59.45899747575411,46.143617027180554
24,5,52.79082452151556,45.47638037782598
24,6,53.03917570898906,-1.69850170363872
24,7,53.437879766890944,22.88696759875749
24,8,45.17760691980468,-2.51294901241738
24,9,47.41676907669551,47.15790595636686
24,10,59.62668273220244,30.688414979938873
24,11,33.95894535917048,23.44061753138678
24,12,45.180044605993345,31.878158671084183
24,13,61.968555159196924,37.57047217059793
24,14,68.31833362714211,39.78296632896157
24,15,53.778861776656214,58.973608677909326
24,16,42.65636984830244,55.887180254581416
24,17,52.90926287308725,36.440663553730914
24,18,67.65032268634344,51.0516808136305
24,19,69.35828927983177,29.589260062598772
24,20,33.32406643453954,37.38900030281369
24,21,46.08737418330356,37.41657029799221
24,22,52.09541644119814,49.928376103781495
24,23,37.026119509355816,48.80320377996265
24,24,71.38752114443116,-1.2833731309810374
24,25,51.903380046517846,25.757349026894204
24,28,35.87519548689785,67.77131726021608
25,1,54.21893778058416,-2.012838609948016
25,2,40.84505583851249,11.76658024463967
25,3,68.01289965024576,6.185316419540041
25,4,59.47525826829272,46.23138281022952
25,5,52.78084321249582,45.63961832938803
25,6,53.037709543014714,-1.7007893944368673
25,7,53.400070252065156,22.909267393584695
25,8,45.17797935798351,-2.5163190474612165
25,9,47.4283618421221,47.15025937973781
25,10,59.6310428289947,30.678939069079014
25,11,33.95081863677133,23.46783889912743
25,12,45.15651205668312,31.875268667883773
25,13,61.97751621664114,37.56961156962022
25,14,68.33085490760753,39.81154057759053
25,15,53.76136791427261,58.86358837168119
25,16,42.66619748438533,55.9119658934686
25,17,52.93118563608887,36.47823195265973
25,18,67.64818946127143,51.07448461118492
25,19,69.33297879384942,29.58088487488841
25,20,33.314766238619605,37.41126517490272
25,21,46.09502975030877,37.420950368297596
25,22,52.107734733213114,49.99778147549783
25,23,37.01625669516633,48.85836093220661
25,24,71.38915194366643,-1.2852190369981944
25,25,51.896719591914,25.713686361526953
25,28,35.87464467844578,67.77440747404421
26,1,54.21726907525734,-2.011199560277404
26,2,40.859033245504925,11.759116694548366
26,3,68.03305225607572,5.876156767193667
26,4,59.48762818915926,46.26339225899898
26,5,52.78958042742692,45.78432453274916
26,6,53.03525428074623,-1.6985172995349747
26,7,53.372671149573335,22.93545491986324
26,8,45.173714036636376,-2.51349280992906
26,9,47.444979553882646,47.14520894588771
26,10,59.627510797324625,30.641940852020735
26,11,33.94385763148442,23.471813419915808
26,12,45.140735747635546,31.85709703968406
26,13,62.011632184141526,37.57914729371809
26,14,68.33214071238159,39.806855085452
26,15,53.750689410369496,58.75994314246376
26,16,42.69210509624397,55.93528213956769
26,17,52.9370730819552,36.47867250715595
26,18,67.64557755998922,51.076418759895084
26,19,69.31629727758532,29.559858246477166
26,20,33.30319535910248,37.40712019800358
26,21,46.10373469631633,37.426386755785764
26,22,52.10223855363643,50.02366749662591
26,23,37.00886560847332,48.874365778909144
26,24,71.39093729687617,-1.2909374048429092
26,25,51.87366862397136,25.671698745389467
26,28,35.871042072176365,67.76339290497182
